Date,Value
1955-05-05,99.1
1955-05-06,99.1
1955-05-09,99.1
1955-05-10,99.1
1955-05-11,99.1
1955-05-12,99.1
1955-05-13,99.1
1955-05-16,99.1
1955-05-17,99.1
1955-05-18,99.1
1955-05-19,99.1
1955-05-20,99.1
1955-05-23,99.1
1955-05-24,99.1
1955-05-25,99.1
1955-05-26,99.1
1955-05-27,99.1
1955-05-30,99.1
1955-05-31,99.1
1955-06-01,99.1
1955-06-02,99.1
1955-06-03,99.1
1955-06-06,99.1
1955-06-07,99.1
1955-06-08,99.1
1955-06-09,99.1
1955-06-10,99.1
1955-06-13,99.1
1955-06-14,99.1
1955-06-15,99.1
1955-06-16,99.1
1955-06-17,99.1
1955-06-20,99.1
1955-06-21,99.1
1955-06-22,99.1
1955-06-23,99.1
1955-06-24,99.1
1955-06-27,99.1
1955-06-28,99.1
1955-06-29,99.1
1955-06-30,99.1
1955-07-01,99.1
1955-07-04,99.1
1955-07-05,99.1
1955-07-06,99.1
1955-07-07,99.1
1955-07-08,99.1
1955-07-11,99.1
1955-07-12,99.1
1955-07-13,99.1
1955-07-14,99.1
1955-07-15,99.1
1955-07-18,99.1
1955-07-19,99.1
1955-07-20,99.1
1955-07-21,99.1
1955-07-22,99.1
1955-07-25,99.1
1955-07-26,99.1
1955-07-27,99.1
1955-07-28,99.1
1955-07-29,99.1
1955-08-01,99.1
1955-08-02,99.1
1955-08-03,99.1
1955-08-04,99.1
1955-08-05,99.1
1955-08-08,99.1
1955-08-09,99.1
1955-08-10,99.1
1955-08-11,99.1
1955-08-12,99.1
1955-08-15,99.1
1955-08-16,99.1
1955-08-17,99.1
1955-08-18,99.1
1955-08-19,99.1
1955-08-22,99.1
1955-08-23,99.1
1955-08-24,99.1
1955-08-25,99.1
1955-08-26,99.1
1955-08-29,99.1
1955-08-30,99.1
1955-08-31,99.1
1955-09-01,99.1
1955-09-02,99.1
1955-09-05,99.1
1955-09-06,99.1
1955-09-07,99.1
1955-09-08,99.1
1955-09-09,99.1
1955-09-12,99.1
1955-09-13,99.1
1955-09-14,99.1
1955-09-15,99.1
1955-09-16,99.1
1955-09-19,99.1
1955-09-20,99.1
1955-09-21,99.1
1955-09-22,99.1
1955-09-23,99.1
1955-09-26,99.1
1955-09-27,99.1
1955-09-28,99.1
1955-09-29,99.1
1955-09-30,99.1
1955-10-03,99.1
1955-10-04,99.1
1955-10-05,99.1
1955-10-06,99.1
1955-10-07,99.1
1955-10-10,99.1
1955-10-11,99.1
1955-10-12,99.1
1955-10-13,99.1
1955-10-14,99.1
1955-10-17,99.1
1955-10-18,99.1
1955-10-19,99.1
1955-10-20,99.1
1955-10-21,99.1
1955-10-24,99.1
1955-10-25,99.1
1955-10-26,99.1
1955-10-27,99.1
1955-10-28,99.1
1955-10-31,99.1
1955-11-01,99.7
1955-11-02,99.7
1955-11-03,99.7
1955-11-04,99.7
1955-11-07,99.7
1955-11-08,99.7
1955-11-09,99.7
1955-11-10,99.7
1955-11-11,99.7
1955-11-14,99.7
1955-11-15,99.7
1955-11-16,99.7
1955-11-17,99.7
1955-11-18,99.7
1955-11-21,99.7
1955-11-22,99.7
1955-11-23,99.7
1955-11-24,99.7
1955-11-25,99.7
1955-11-28,99.7
1955-11-29,99.7
1955-11-30,99.7
1955-12-01,99.7
1955-12-02,99.7
1955-12-05,99.7
1955-12-06,99.7
1955-12-07,99.7
1955-12-08,99.7
1955-12-09,99.7
1955-12-12,99.7
1955-12-13,99.7
1955-12-14,99.7
1955-12-15,99.7
1955-12-16,99.7
1955-12-19,99.7
1955-12-20,99.7
1955-12-21,99.7
1955-12-22,99.7
1955-12-23,99.7
1955-12-26,99.7
1955-12-27,99.7
1955-12-28,99.7
1955-12-29,99.7
1955-12-30,99.7
1956-01-02,99.7
1956-01-03,99.7
1956-01-04,99.7
1956-01-05,99.7
1956-01-06,99.7
1956-01-09,99.7
1956-01-10,99.7
1956-01-11,99.7
1956-01-12,99.7
1956-01-13,99.7
1956-01-16,99.7
1956-01-17,99.7
1956-01-18,99.7
1956-01-19,99.7
1956-01-20,99.7
1956-01-23,99.7
1956-01-24,99.7
1956-01-25,99.7
1956-01-26,99.7
1956-01-27,99.7
1956-01-30,99.7
1956-01-31,99.7
1956-02-01,99.7
1956-02-02,99.7
1956-02-03,99.7
1956-02-06,99.7
1956-02-07,99.7
1956-02-08,99.7
1956-02-09,99.7
1956-02-10,99.7
1956-02-13,99.7
1956-02-14,99.7
1956-02-15,99.7
1956-02-16,99.7
1956-02-17,99.7
1956-02-20,99.7
1956-02-21,99.7
1956-02-22,99.7
1956-02-23,99.7
1956-02-24,99.7
1956-02-27,99.7
1956-02-28,99.7
1956-02-29,99.7
1956-03-01,99.7
1956-03-02,99.7
1956-03-05,99.7
1956-03-06,99.7
1956-03-07,99.7
1956-03-08,99.7
1956-03-09,99.7
1956-03-12,99.7
1956-03-13,99.7
1956-03-14,99.7
1956-03-15,99.7
1956-03-16,99.7
1956-03-19,99.7
1956-03-20,99.7
1956-03-21,99.7
1956-03-22,99.7
1956-03-23,99.7
1956-03-26,99.7
1956-03-27,99.7
1956-03-28,99.7
1956-03-29,99.7
1956-03-30,99.7
1956-04-02,99.7
1956-04-03,99.7
1956-04-04,99.7
1956-04-05,99.7
1956-04-06,99.7
1956-04-09,99.7
1956-04-10,99.7
