Date,CHNMAINLANDEPU_cleaned,Consumer Price Index_cleaned,DGS10_cleaned,Effective Funds Rate DFF_cleaned,GDP growth_cleaned,Historical Gold Prices_cleaned,M2SL_cleaned,MICH_cleaned,SP500_Historical_Prices_cleaned,T10Y2Y_cleaned,UMCSENT_cleaned,Unemployment Rate_cleaned,United States uncertainty index_cleaned,US Dollar Index (DXY)_cleaned
1985-02-26,24.041283820014,0.5676442762535316,11.72,8.04,8.1,0.5276116778051287,0.9303721488595372,3.1,1.0824094669708018,1.36,93.7,7.2,286.06,164.080002
1985-02-27,24.041283820014,0.5676442762535316,11.89,8.06,8.1,1.7494751574527625,0.9303721488595372,3.1,-0.2539004579826587,1.33,93.7,7.2,194.02,159.889999
1985-02-28,24.041283820014,0.5676442762535316,11.91,8.74,8.1,-1.031636863823937,0.9303721488595372,3.1,0.2600774414547091,1.25,93.7,7.2,180.07,160.410004
1985-03-01,88.7406509853327,0.470366886171214,11.86,8.74,8.1,-0.1737317581653963,0.5139968565481379,3.0,1.1314731949604528,1.13,93.7,7.2,46.53,161.039993
1985-03-04,88.7406509853327,0.470366886171214,11.93,8.73,8.1,0.4872955099199272,0.5139968565481379,3.0,-0.6385407390856912,1.15,93.7,7.2,67.22,161.770004
1985-03-05,88.7406509853327,0.470366886171214,11.86,8.53,8.1,-0.2771042604780116,0.5139968565481379,3.0,0.093374805682167,1.15,93.7,7.2,110.6,163.830002
1985-03-06,88.7406509853327,0.470366886171214,11.92,8.21,8.1,-0.1736714136853057,0.5139968565481379,3.0,-0.86703718822283,1.17,93.7,7.2,46.38,162.080002
1985-03-07,88.7406509853327,0.470366886171214,11.94,8.47,8.1,0.7654836464857429,0.5139968565481379,3.0,-0.6310542087821558,1.11,93.7,7.2,40.62,162.639999
1985-03-08,88.7406509853327,0.470366886171214,11.71,8.42,8.1,0.4834254143646355,0.5139968565481379,3.0,-0.228393078862632,1.15,93.7,7.2,142.42,163.179993
1985-03-11,88.7406509853327,0.470366886171214,11.72,8.26,8.1,0.0,0.5139968565481379,3.0,-0.1730948111769659,1.16,93.7,7.2,315.81,160.199997
1985-03-12,88.7406509853327,0.470366886171214,11.78,8.53,8.1,-0.8591065292096189,0.5139968565481379,3.0,0.4866102179355236,1.16,93.7,7.2,109.71,160.550003
1985-03-13,88.7406509853327,0.470366886171214,11.9,9.12,8.1,0.6239168110918625,0.5139968565481379,3.0,-0.8182128413332324,1.11,93.7,7.2,184.43,160.860001
1985-03-14,88.7406509853327,0.470366886171214,11.92,9.12,8.1,0.1722356183258666,0.5139968565481379,3.0,-0.1964229747573598,1.06,93.7,7.2,83.11,161.940002
1985-03-15,88.7406509853327,0.470366886171214,11.93,8.81,8.1,0.6533700137551612,0.5139968565481379,3.0,-0.7366158263435785,1.11,93.7,7.2,92.47,161.690002
1985-03-18,88.7406509853327,0.470366886171214,12.02,8.62,8.1,2.1182097710966907,0.5139968565481379,3.0,0.1982700424493888,1.13,93.7,7.2,186.39,160.080002
1985-03-19,88.7406509853327,0.470366886171214,11.99,8.62,8.1,5.98862495818,0.5139968565481379,3.0,1.5038378165370458,1.14,93.7,7.2,55.03,157.220001
1985-03-20,88.7406509853327,0.470366886171214,11.91,8.49,8.1,2.2727272727272707,0.5139968565481379,3.0,-0.2562055654892647,1.06,93.7,7.2,91.76,156.550003
1985-03-21,88.7406509853327,0.470366886171214,11.82,8.6,8.1,-1.6975308641975273,0.5139968565481379,3.0,0.1507729895578569,1.13,93.7,7.2,41.24,154.229996
1985-03-22,88.7406509853327,0.470366886171214,11.88,8.61,8.1,-0.9419152276295084,0.5139968565481379,3.0,-0.1728535304336032,1.13,93.7,7.2,138.33,155.119995
1985-03-25,88.7406509853327,0.470366886171214,11.86,8.45,8.1,-0.2852614896988847,0.5139968565481379,3.0,-0.5976274047998165,1.15,93.7,7.2,264.36,155.610001
